Date,Symbol,Open,High,Low,Close,Volume
2020-01-07,SHB,2323.334716796875,2395.93889205865,2323.334716796875,2323.334716796875,21611185
2020-01-07,TCB,10549.85948865167,10618.513671875,10526.97476091056,10618.513671875,4920200
2020-01-07,TPB,6560.252234612758,6591.270226324743,6529.234681020377,6575.76123046875,188199
2020-01-07,VCB,38337.07317529083,38733.66273162692,37632.02421337247,38689.59765625,2529103
2020-01-07,VIC,50888.89453125,51111.1171875,50800.00390625,50977.78125,413796
2020-01-08,ACB,6642.562484368597,6642.562484368597,6494.950034196859,6524.47216796875,7120587
2020-01-08,BID,26527.79347229263,27623.50621901787,26412.45549175691,27162.154296875,2110812
2020-01-08,CTG,10210.41556927628,10494.69657903154,10091.96571158528,10257.7958984375,136795825
2020-01-08,EIB,11123.36064893349,11350.36808745568,11123.36064893349,11220.6494140625,2148954
2020-01-08,FPT,22601.65217237042,22680.26522577308,22326.5,22326.5,4437500
2020-01-08,GAS,66961.6715868931,67233.32329684227,65875.078125,65875.078125,553780
2020-01-08,HDB,5410.284792977148,5471.302942603792,5318.757568537182,5430.6240234375,20093188
2020-01-08,HPG,8453.48046875,8507.439453125,8327.578125,8435.494140625,18295012
2020-01-08,KDH,15375.1943359375,15523.033203125,14902.111328125,15079.517578125,2219955
2020-01-08,MBB,6110.747735507247,6169.504925271739,6081.369140625,6081.369140625,13672241
2020-01-08,POW,9411.7646484375,9411.7646484375,8823.529296875,9033.61328125,6353741
2020-01-08,REE,19622.4956374764,19730.31056610791,19191.23223992888,19245.140625,2233216
2020-01-08,SAB,96245.58189474126,96245.58189474126,95431.03131300403,95688.2578125,61220
2020-01-08,SHB,2323.334716796875,2395.93889205865,2287.032629165988,2323.334716796875,47414705
2020-01-08,TCB,10435.43648695055,10549.8601326408,10343.89757039835,10412.5517578125,3420780
2020-01-08,TPB,6575.761104932797,6575.761104932797,6482.7080078125,6482.7080078125,500096
2020-01-08,VCB,38293.00914217372,38733.66378588048,37984.5497281958,38337.07421875,1897570
2020-01-08,VIC,50888.89453125,50977.78125,50488.89453125,50800.00390625,1055046
2020-01-09,ACB,6553.994879667986,6672.085198457015,6553.994879667986,6613.0400390625,4393746
2020-01-09,BID,27537.00403672862,28776.89024012855,27450.4995844493,28632.716796875,2697943
2020-01-09,CTG,10352.55686116048,10707.90740989404,10352.55686116048,10636.8369140625,19592888
2020-01-09,EIB,11285.50952710977,11350.36838567874,11155.79085030833,11317.9384765625,15465587
2020-01-09,FPT,22523.03652851261,22680.26448315874,22444.42162469513,22640.95703125,2334095
2020-01-09,GAS,65195.94513750822,65739.24852646785,64380.99674302019,64652.6484375,458874
2020-01-09,HDB,5430.623688829316,5613.678584675898,5420.454303348522,5593.33935546875,19492152
2020-01-09,HPG,8489.453125,8687.30078125,8489.453125,8633.341796875,13130782
2020-01-09,KDH,15109.0859375,15316.0595703125,14842.9765625,15138.6533203125,417699
2020-01-09,MBB,6154.81574051737,6213.57293135763,6096.058549677108,6184.1943359375,10727403
2020-01-09,POW,9117.6474609375,9327.7314453125,9075.6298828125,9159.6640625,4435211
2020-01-09,REE,19406.86393870264,19514.67886733415,19245.140625,19245.140625,1230564
2020-01-09,SAB,95173.79756332599,97703.19128235133,94745.08676349118,97317.3515625,308060
2020-01-09,SHB,2359.63671875,2432.240891375538,2323.334632437231,2359.63671875,11417360
2020-01-09,TCB,10526.97562194957,10572.74508117544,10458.32143311076,10549.8603515625,4019680
2020-01-09,TPB,6482.708541238755,6606.779201568376,6482.708541238755,6544.74365234375,549040
2020-01-09,VCB,38645.53289303374,39174.32155771572,38645.53289303374,39086.19140625,2040337
2020-01-09,VIC,50800.00390625,51155.55859375,50755.55859375,50977.78125,832206
2020-01-10,ACB,6642.562707023998,6819.697742233177,6642.562707023998,6701.607421875,7326313
2020-01-10,BID,28632.7165714623,29987.94074614162,28603.88304202014,29584.2578125,2583418
2020-01-10,CTG,10660.52701719112,11371.22907572708,10660.52701719112,11158.0185546875,31801609
2020-01-10,EIB,11350.36786519898,11804.3827333531,11350.36786519898,11674.6640625,741741
2020-01-10,FPT,22601.650390625,22719.57088792747,22444.42059023673,22601.650390625,2458638
2020-01-10,GAS,64856.39013844918,65195.94808293813,64516.82550500852,65128.03515625,202746
2020-01-10,HDB,5603.50906386273,5776.394125945798,5603.50906386273,5715.3759765625,18536612
2020-01-10,HPG,8669.314453125,8831.189453125,8651.328125,8705.2861328125,29598000
2020-01-10,KDH,15109.0859375,15168.220703125,14902.111328125,15138.6533203125,478899
2020-01-10,MBB,6213.572558821919,6360.465527115582,6213.572558821919,6287.01904296875,27949573
2020-01-10,POW,9201.6806640625,9369.748046875,9075.6298828125,9327.7314453125,3522897
2020-01-10,REE,19245.140625,19433.8181312382,19218.18643246444,19245.140625,777098
2020-01-10,SAB,97317.34863490364,100532.6795369379,97317.34863490364,100103.96875,347540
2020-01-10,SHB,2395.938788445073,2577.44921875,2395.938788445073,2577.44921875,30201190
2020-01-10,TCB,10526.97472327214,10755.82199986501,10526.97472327214,10595.62890625,7358220
2020-01-10,TPB,6544.743839410701,6684.323938685604,6544.743839410701,6668.81494140625,387566
2020-01-10,VCB,39086.19036929574,39835.30439276807,38733.66201689776,39438.71484375,3596527
2020-01-10,VIC,51111.1171875,51111.1171875,50977.78125,51022.2265625,358018
2020-01-13,ACB,6760.65283203125,6760.65283203125,6701.607669668949,6760.65283203125,4706069
2020-01-13,BID,28776.89053250469,29699.59632910315,28546.21456626406,28892.228515625,934201
2020-01-13,CTG,11039.56784211407,11371.22919224753,10992.1884765625,10992.1884765625,11155134
2020-01-13,EIB,11674.6640625,11739.52291809482,11220.64919434589,11674.6640625,6456470
2020-01-13,FPT,22562.34423204131,22640.95728374668,22405.1144226529,22444.421875,1993075
2020-01-13,GAS,65128.04122162485,65128.04122162485,64313.09271442283,64720.5703125,447792
2020-01-13,HDB,5715.375694339099,5725.545538149328,5623.848474783737,5674.69677734375,3997582
2020-01-13,HPG,8705.2861328125,8777.2314453125,8669.314453125,8723.2724609375,15994322
2020-01-13,KDH,15109.0859375,15168.220703125,15079.517578125,15138.6533203125,1676371
2020-01-13,MBB,6301.708516725352,6345.776408450704,6242.951327758215,6257.640625,9502447
2020-01-13,POW,9327.7314453125,9327.7314453125,9243.697265625,9243.697265625,1783058
2020-01-13,REE,19245.14139789275,19406.86471809026,19218.1872042747,19272.09375,520363
2020-01-13,SAB,100103.9766092614,100875.656086335,100103.9766092614,100275.4609375,45180
2020-01-13,SHB,2577.449135810304,2650.053305595946,2541.147050917482,2613.751220703125,17105456
2020-01-13,TCB,10526.97457107843,10595.62875306373,10412.55093443627,10504.08984375,1784720
2020-01-13,TPB,6668.814733672501,6715.341285941618,6637.797178199634,6684.32373046875,284818
2020-01-13,VCB,39218.38812785222,39570.91262509175,39218.38812785222,39394.6484375,3880278
2020-01-13,VIC,50977.78125,51155.55859375,50888.89453125,51066.671875,330028
2020-01-14,ACB,6760.652562947676,6937.78759765625,6760.652562947676,6937.78759765625,8810560
2020-01-14,BID,28892.228515625,29699.59632910315,28776.89053250469,28892.228515625,1461481
2020-01-14,CTG,11015.87826733105,11276.46814724516,10992.18810275484,11134.328125,44334358
2020-01-14,EIB,11220.64919434589,11674.6640625,11188.21928671674,11674.6640625,11343475
2020-01-14,FPT,22444.42073159463,22562.34308262853,22405.11328125,22405.11328125,1943884
2020-01-14,GAS,64652.65676585486,65195.95353584889,64448.91796875,64448.91796875,1114283
2020-01-14,HDB,5634.018014805118,5725.545695115277,5613.678784872625,5695.03662109375,3751281
2020-01-14,HPG,8723.2724609375,9011.05078125,8705.2861328125,8993.064453125,27558178
2020-01-14,KDH,15079.517578125,15168.220703125,15020.3828125,15138.6533203125,183509
2020-01-14,MBB,6257.64027525436,6360.465350199855,6242.950978833575,6316.3974609375,14823437
2020-01-14,POW,9327.7314453125,9327.7314453125,9159.6640625,9159.6640625,1711955
2020-01-14,REE,19272.09463327159,19406.86560753863,19272.09463327159,19299.048828125,532832
2020-01-14,SAB,99460.90638412017,100275.4569105418,99460.90638412017,99889.6171875,18680
2020-01-14,SHB,2613.751220703125,2650.053305595946,2577.449135810304,2613.751220703125,10542216
2020-01-14,TCB,10504.09078406455,10549.86024281864,10481.2060546875,10481.2060546875,4561960
2020-01-14,TPB,6684.323546666497,6730.85009765625,6684.323546666497,6730.85009765625,654456
2020-01-14,VCB,39438.71739285592,39659.04277991565,39262.45320526417,39394.6484375,2255442
2020-01-14,VIC,51066.671875,51155.55859375,50800.00390625,51111.1171875,6797586
2020-01-15,ACB,6937.787345365055,6937.787345365055,6849.220053895541,6878.7421875,3579410
2020-01-15,BID,28776.88919077945,29584.256966614,28776.88919077945,29411.25,1192387
2020-01-15,CTG,11134.32865297588,11229.08931577412,11015.87878969018,11181.708984375,9147052
2020-01-15,EIB,11674.6640625,11674.6640625,11350.36786519898,11674.6640625,87725
2020-01-15,FPT,22405.11328125,22444.42073159463,22326.49838056074,22405.11328125,2493321
2020-01-15,GAS,64516.82965284088,64516.82965284088,63226.49065176129,63837.70703125,253906
2020-01-15,HDB,5695.036751646502,5705.206137723082,5623.848757882502,5644.18798828125,3287284
2020-01-15,HPG,9011.05078125,9118.9677734375,8957.0927734375,9047.0224609375,18490690
2020-01-15,KDH,15138.6533203125,15168.220703125,15049.9501953125,15138.6533203125,1728402
2020-01-15,MBB,6316.397793287442,6345.776387674825,6301.70849609375,6301.70849609375,11792381
2020-01-15,POW,9159.6640625,9159.6640625,9075.6298828125,9159.6640625,1332298
2020-01-15,REE,19299.04645996884,19379.90903460654,19110.3689606582,19164.27734375,881724
2020-01-15,SAB,99889.617321047,100532.6835269765,99889.617321047,100318.328125,125080
2020-01-15,SHB,2613.75129684919,2686.35546875,2577.449210898785,2686.35546875,15140482
2020-01-15,TCB,10481.2060546875,10526.97551344159,10435.43659593341,10481.2060546875,11830560
2020-01-15,TPB,6730.849890825532,6746.35888671875,6544.743254465733,6746.35888671875,134076
2020-01-15,VCB,39482.78113696555,39482.78113696555,39130.25665163049,39350.58203125,3379031
2020-01-15,VIC,51111.1171875,51111.1171875,50800.00390625,51111.1171875,530098
2020-01-16,ACB,6878.742407474572,7085.400021282877,6878.742407474572,7055.87744140625,8741963
2020-01-16,BID,29411.25063074641,31198.993187369,29411.25063074641,31141.322265625,1721947
2020-01-16,CTG,11229.08930977559,11821.3405563119,11205.39914408869,11797.650390625,16840082
2020-01-16,EIB,11317.93803585558,11674.6641432532,11285.5090876656,11382.7978515625,116648
2020-01-16,FPT,22405.11482250288,22876.8024060972,22405.11482250288,22798.1875,4689602
2020-01-16,GAS,63837.70692282267,64041.44571563953,63158.57761343315,63362.31640625,640934
2020-01-16,HDB,5644.187776091985,5837.41251972109,5634.017932152145,5827.24267578125,18018723
2020-01-16,HPG,8993.064453125,9118.9677734375,8975.078125,9100.9814453125,22231100
2020-01-16,KDH,15109.0859375,15256.923828125,15079.517578125,15256.923828125,2773581
2020-01-16,MBB,6331.086857466264,6507.358417302912,6316.39756081321,6463.29052734375,26569321
2020-01-16,POW,9243.697265625,9285.7138671875,9159.6640625,9243.697265625,2355626
2020-01-16,REE,19272.09342415067,19676.40448007463,19218.18687933681,19622.49609375,1683662
2020-01-16,SAB,99889.62112891127,100704.1716874732,99889.62112891127,100018.234375,118540
2020-01-16,SHB,2686.355626758101,2795.262112699066,2686.355626758101,2722.65771484375,15145402
2020-01-16,TCB,10481.20633969286,10687.16890968683,10481.20633969286,10664.2841796875,12958440
2020-01-16,TPB,6746.358705595327,6854.920797694012,6746.358705595327,6792.88525390625,1108936
2020-01-16,VCB,39350.58081667864,39791.23931820425,39174.32051842337,39438.71484375,2864741
2020-01-16,VIC,51111.1171875,51155.55859375,50800.00390625,51111.1171875,6145930
2020-01-17,ACB,7085.400141221495,7114.922721597867,6996.832845420467,7026.35498046875,8808355
2020-01-17,BID,31198.99242634422,31487.33736985118,30622.30060769443,30852.9765625,1103553
2020-01-17,CTG,11939.78969983255,12034.55035686822,11655.50965914961,11821.33984375,16110108
2020-01-17,EIB,11350.36778738602,11674.66398246381,11350.36778738602,11544.9453125,25479682
2020-01-17,FPT,22798.18683888496,22837.4942907937,22405.11417278639,22640.95703125,3352067
2020-01-17,GAS,63362.30745259225,63973.52374467252,62954.83661348992,63294.39453125,355217
2020-01-17,HDB,5837.412363031825,5888.260664875001,5806.90283203125,5806.90283203125,10017185
2020-01-17,HPG,9100.9814453125,9226.8837890625,8957.0927734375,8993.064453125,18845492
2020-01-17,KDH,15256.923828125,15316.0595703125,15197.7880859375,15256.923828125,134468
2020-01-17,MBB,6477.979823996804,6536.737010609019,6433.911934037642,6463.29052734375,15790686
2020-01-17,POW,9285.7138671875,9285.7138671875,9075.6298828125,9075.6298828125,1939020
2020-01-17,REE,19541.63333231823,19918.99019156644,19541.63333231823,19676.404296875,1289191
2020-01-17,SAB,100018.2345149254,100532.6875,99889.62126865672,100532.6875,25160
2020-01-17,SHB,2722.65764099898,2795.262036885096,2650.053466796875,2650.053466796875,14015496
2020-01-17,TCB,10710.052734375,10801.59164663462,10664.28327824519,10710.052734375,3750320
2020-01-17,TPB,6870.429939545216,6870.429939545216,6684.32373046875,6684.32373046875,109428
2020-01-17,VCB,39438.71517323962,41641.9921875,39438.71517323962,41641.9921875,5070802
2020-01-17,VIC,51066.671875,51155.55859375,50844.44921875,51066.671875,380474
2020-01-20,ACB,7026.354873796655,7292.057647822093,7026.354873796655,7173.9677734375,13726825
2020-01-20,BID,30852.9766496034,31256.66150328868,30679.9696830108,30737.638671875,1306192
2020-01-20,CTG,11797.65046943189,11987.170830981,11726.57997189644,11892.4111328125,9924256
2020-01-20,EIB,11382.79769479284,11577.37521990682,11317.9378799792,11544.9453125,885177
2020-01-20,FPT,22601.65120150731,22798.18660605503,22483.72884698539,22562.34375,4346701
2020-01-20,GAS,63294.40070656365,63566.05241843634,63090.66861161097,63430.2265625,219588
2020-01-20,HDB,5806.902911975073,5806.902911975073,5715.375692449964,5745.884765625,4335892
2020-01-20,HPG,8993.064453125,9172.92578125,8885.1474609375,9172.92578125,17398376
2020-01-20,KDH,15227.3564453125,15256.923828125,15168.220703125,15256.923828125,127652
2020-01-20,MBB,6463.29052734375,6492.669120649858,6419.222637384588,6463.29052734375,14013855
2020-01-20,POW,9075.6298828125,9159.6640625,8949.580078125,8991.5966796875,1351933
2020-01-20,REE,19595.54212190188,19918.99060199195,19595.54212190188,19811.173828125,1189794
2020-01-20,SAB,99889.62529793433,101175.7578125,99889.62529793433,101175.7578125,74340
2020-01-20,SHB,2650.053305595946,2686.355390488768,2613.751220703125,2613.751220703125,14700642
2020-01-20,TCB,10664.28324076552,10732.93742471895,10618.51378479657,10687.16796875,4723460
2020-01-20,TPB,6684.323938685604,6746.359489683378,6219.057525262119,6668.81494140625,225632
2020-01-20,VCB,41641.99334955816,41774.19245598693,41201.33870999797,41421.66796875,1937919
2020-01-20,VIC,51066.671875,51066.671875,50800.00390625,51066.671875,834006
2020-01-21,ACB,7233.01220703125,7292.057364594239,7173.967494796327,7233.01220703125,5563215
2020-01-21,BID,30737.63933486837,31429.66914780136,30737.63933486837,31141.322265625,1148329
2020-01-21,CTG,11939.78959377802,12224.07059714788,11892.41023089307,11987.169921875,13003133
2020-01-21,EIB,11544.94569563379,11544.94569563379,11155.79063249122,11350.3681640625,1869884
2020-01-21,FPT,22719.57168433219,22798.18658728207,21815.505859375,21815.505859375,10744793
2020-01-21,GAS,63430.23067217797,64448.91796875,63430.23067217797,64448.91796875,228136
2020-01-21,HDB,5745.884761964327,5918.769815343099,5735.71491816394,5888.2607421875,7642748
2020-01-21,HPG,9262.8564453125,9352.787109375,9190.912109375,9298.8291015625,17750564
2020-01-21,KDH,15227.3564453125,15316.0595703125,15079.517578125,15286.4912109375,645026
2020-01-21,MBB,6492.669371881929,6639.562344096453,6477.980074660477,6624.873046875,17174223
2020-01-21,POW,9159.6640625,9411.7646484375,9159.6640625,9159.6640625,7592805
2020-01-21,REE,19945.94280912383,20215.48290032334,19892.03626409255,20107.66796875,1647475
2020-01-21,SAB,101175.7495976395,101175.7495976395,99889.6171875,99889.6171875,369080
2020-01-21,SHB,2577.449210898785,2758.959862334815,2577.449210898785,2686.35546875,10274275
2020-01-21,TCB,10732.9379385395,11007.5546875,10710.05320945946,11007.5546875,15183680
2020-01-21,TPB,6482.708726532571,6699.832935964959,6482.708726532571,6668.81494140625,1230460
2020-01-21,VCB,41377.60289258837,41686.06230366367,41245.4037861596,41421.66796875,1801392
2020-01-21,VIC,50800.00390625,51111.1171875,50800.00390625,51066.671875,466896
2020-01-22,ACB,7262.534785812744,7262.534785812744,7173.967494796327,7233.01220703125,5249850
2020-01-22,BID,31141.32258292876,32179.368278723,31025.98460153738,32006.359375,1391492
2020-01-22,CTG,11987.17052069546,12200.38104257081,11868.72065974786,12129.310546875,9902958
2020-01-22,EIB,11350.36838567874,11350.36838567874,11155.79085030833,11317.9384765625,71998
2020-01-22,FPT,21618.97197064253,22208.580078125,21501.04960795047,22208.580078125,7640698
2020-01-22,GAS,64448.91796875,64788.48263059143,64041.44706349255,64448.91796875,205229
2020-01-22,HDB,5888.260820127499,5908.600049751931,5796.7335994492,5898.4306640625,10343165
2020-01-22,HPG,9298.8291015625,9496.67578125,9298.8291015625,9460.7041015625,26853747
2020-01-22,KDH,15256.923828125,15375.1943359375,15256.923828125,15316.0595703125,1134091
2020-01-22,MBB,6624.873067583356,6639.562364850725,6566.11587851388,6580.80517578125,17911016
2020-01-22,POW,9243.697265625,9369.748046875,9201.6806640625,9327.7314453125,4894991
2020-01-22,REE,20215.48345801035,20215.48345801035,19730.31164876889,19945.943359375,1702377
2020-01-22,SAB,99889.62103494623,101175.7534946237,99075.07047715054,99675.265625,80620
2020-01-22,SHB,2686.355482786362,2795.261962890625,2686.355482786362,2795.261962890625,13997444
2020-01-22,TCB,11099.09371368156,11099.09371368156,10961.7853378422,11076.208984375,4618300
2020-01-22,TPB,6575.76183396941,6684.323938685604,6575.76183396941,6668.81494140625,130373
2020-01-22,VCB,41421.6677711524,41862.3224086105,41025.07820964573,41157.2734375,2047229
2020-01-22,VIC,51066.671875,51066.671875,50755.55859375,51066.671875,836504
2020-01-30,ACB,7144.445090275156,7173.967669776736,6849.220185915505,6967.31005859375,13129724
2020-01-30,BID,31429.66874011671,31660.34469755689,29987.9401428438,30391.625,2381570
2020-01-30,CTG,11797.65042849279,12010.86095514718,11371.22937518399,11537.0595703125,24098565
2020-01-30,EIB,11220.64940650378,11934.10162985391,11026.07187637683,11642.234375,417217
2020-01-30,FPT,21736.89169196637,21933.42895599157,21186.59105867355,21501.048828125,7174409
2020-01-30,GAS,61800.33052486685,63701.87915640121,61800.33052486685,62479.453125,478994
2020-01-30,HDB,5837.412525484682,5837.412525484682,5684.86669921875,5684.86669921875,7824497
2020-01-30,HPG,9190.912109375,9316.814453125,8975.078125,9100.9814453125,37680393
2020-01-30,KDH,15197.7880859375,15256.923828125,14902.111328125,15079.517578125,313889
2020-01-30,MBB,6433.912534466912,6492.669726562501,6228.262362132354,6242.95166015625,30108380
2020-01-30,POW,9243.697265625,9537.8154296875,9243.697265625,9327.7314453125,3883123
2020-01-30,REE,19568.58893514819,19784.22065246456,19299.048828125,19299.048828125,1690010
2020-01-30,SAB,99203.67776662843,99203.67776662843,93458.953125,93458.953125,116280
2020-01-30,SHB,2758.960024613417,2867.866288870363,2686.355626758101,2722.65771484375,22775085
2020-01-30,TCB,10755.82280721206,10893.13118347435,10412.55186655636,10481.2060546875,8337020
2020-01-30,TPB,6591.270324856112,6637.796875,6544.743336592614,6637.796875,297950
2020-01-30,VCB,40584.41820290471,40716.61730384497,38337.07226635738,39174.3203125,8492437
2020-01-30,VIC,50711.1171875,51066.671875,49822.2265625,51066.671875,1536118
2020-01-31,ACB,6937.787750932409,7026.355047579366,6760.6527123104,6790.17529296875,13108615
2020-01-31,BID,30160.94762588234,30910.64643199894,29699.595703125,29699.595703125,1980030
2020-01-31,CTG,11655.50968064796,11963.47988615786,11560.7490234375,11560.7490234375,25420397
2020-01-31,EIB,11642.23385391821,11674.66376070903,11220.64890429124,11577.375,1005221
2020-01-31,FPT,21225.89928502289,21579.66452017179,20439.75390625,20439.75390625,10550086
2020-01-31,GAS,61868.24423356001,62275.71512319488,58404.7048824276,58744.26953125,695510
2020-01-31,HDB,5664.527639223216,5674.697025232111,5288.248442508932,5491.642578125,8726470
2020-01-31,HPG,8993.064453125,9100.9814453125,8669.314453125,8669.314453125,31194787
2020-01-31,KDH,15079.517578125,15079.517578125,14665.5703125,14783.8408203125,331846
2020-01-31,MBB,6184.194043673002,6331.087013831506,6110.74755859375,6110.74755859375,26230890
2020-01-31,POW,9327.7314453125,9411.7646484375,8823.529296875,8823.529296875,3125236
2020-01-31,REE,19137.32366137467,19272.0927811792,18274.796875,18274.796875,2749121
2020-01-31,SAB,90886.6953125,96717.16255896227,87457.00869693396,90886.6953125,189460
2020-01-31,SHB,2722.65771484375,2867.866288870363,2686.355626758101,2722.65771484375,47618761
2020-01-31,TCB,10366.78244357639,10481.20609085648,9886.203125,9886.203125,12736520
2020-01-31,TPB,6544.743113812968,6637.796649052861,6203.548278332012,6482.7080078125,258869
2020-01-31,VCB,38777.73199817615,39570.91111725529,38645.53289303374,39086.19140625,3030508
2020-01-31,VIC,51066.671875,51066.671875,50488.89453125,51022.2265625,1871414
2020-02-03,ACB,6583.517706798273,6790.175327117957,6406.382667285416,6672.08544921875,13720050
2020-02-03,BID,28719.22011727677,31718.01332465675,27623.50546867859,30852.9765625,2679714
2020-02-03,CTG,11134.32804483702,11939.78977378064,11015.87818802086,11916.099609375,29245395
2020-02-03,EIB,11253.07947251066,11544.94577179295,10799.06458940697,11480.0869140625,172541
